rid,name,cuisine,recipe,category,imageurl,type
59,French Onion Soup,French,"<h1>French Onion Soup</h1>
<p>French Onion Soup is a beloved classic made with deeply caramelized onions, rich beef broth, and topped with cheesy toasted bread. It’s hearty, comforting, and perfect for cold days.</p>
<div>
<h2>Ingredients</h2>
<ul>
<li>5–6 large yellow onions, thinly sliced</li>
<li>3 tbsp butter</li>
<li>1 tbsp olive oil</li>
<li>2 garlic cloves, minced</li>
<li>1 tsp sugar</li>
<li>2 tbsp flour</li>
<li>1 cup dry white wine</li>
<li>6 cups beef stock</li>
<li>2 bay leaves</li>
<li>3 sprigs thyme</li>
<li>1 baguette, sliced and toasted</li>
<li>2 cups Gruyère cheese, grated</li>
<li>Salt & pepper to taste</li>
</ul>
</div>
<div>
<h2>Instructions</h2>
<ol>
<li><strong>Caramelize onions:</strong> In a large pot, melt butter with olive oil. Add onions, sugar, and a pinch of salt. Cook slowly over medium heat (30–40 minutes), stirring often, until deep golden brown.</li>
<li><strong>Add garlic & flour:</strong> Stir in garlic and cook 1 min. Sprinkle flour, stir well, and cook 2–3 min to remove raw taste.</li>
<li><strong>Deglaze:</strong> Add white wine, scraping the bottom of the pot. Let it reduce slightly.</li>
<li><strong>Simmer:</strong> Add beef stock, bay leaves, and thyme. Simmer 30 minutes. Season with salt and pepper.</li>
<li><strong>Prepare toasts:</strong> Place baguette slices on a baking tray, sprinkle with Gruyère, and broil until melted and bubbly.</li>
<li><strong>Assemble:</strong> Ladle hot soup into ovenproof bowls, top with cheesy toasts, and broil for 2–3 minutes until golden and bubbling.</li>
<li><strong>Serve:</strong> Carefully serve hot, with extra toasted bread on the side.</li>
</ol>
</div>
<div>
<h3>Tips & Variations</h3>
<ul>
<li>Patience is key—caramelize onions slowly for maximum flavor.</li>
<li>Vegetarian version: Use vegetable stock instead of beef stock.</li>
<li>Try mixing Gruyère with Comté or Emmental for a cheese blend.</li>
<li>Add a splash of brandy or sherry before simmering for extra depth.</li>
</ul>
</div>
",starter,https://www.thespruceeats.com/thmb/BYc5SJFHrCWFCRpTO5Z2IvMtrZs=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/easy-french-onion-soup-3062131-hero-01-2a93bd3c60084db5a8a8e1039c0e0a2f.jpg,non veg
60,Crème Brûlée,French,"<h1>Crème Brûlée</h1>
<p>Crème Brûlée is a luxurious French dessert made of rich vanilla custard topped with a crisp caramelized sugar crust. It’s elegant, simple, and perfect for entertaining.</p>
<div>
<h2>Ingredients</h2>
<ul>
<li>4 large egg yolks</li>
<li>1/2 cup (100 g) granulated sugar, plus extra for topping</li>
<li>2 cups (480 ml) heavy cream</li>
<li>1 vanilla bean (or 1 tsp vanilla extract)</li>
<li>Pinch of salt</li>
</ul>
</div>
<div>
<h2>Instructions</h2>
<ol>
<li><strong>Heat cream:</strong> In a saucepan, heat cream with vanilla bean (split and scraped) or extract until just steaming. Remove from heat, let steep 10 minutes.</li>
<li><strong>Whisk yolks & sugar:</strong> In a bowl, whisk egg yolks with sugar and a pinch of salt until pale and creamy.</li>
<li><strong>Temper eggs:</strong> Slowly whisk warm cream into yolk mixture, a little at a time, to avoid scrambling.</li>
<li><strong>Bake custards:</strong> Pour into ramekins. Place in a baking dish, add hot water halfway up sides. Bake at <code>150°C</code> (300°F) for 30–40 minutes, until set but slightly jiggly in the center.</li>
<li><strong>Chill:</strong> Remove, cool to room temperature, then refrigerate at least 2 hours or overnight.</li>
<li><strong>Caramelize:</strong> Sprinkle tops with sugar. Use a kitchen torch (or broiler) to melt and caramelize until golden and crisp.</li>
<li><strong>Serve:</strong> Rest 2 minutes for sugar to harden. Serve immediately.</li>
</ol>
</div>
<div>
<h3>Tips & Variations</h3>
<ul>
<li>Use high-quality vanilla beans for the best flavor.</li>
<li>Chill custards thoroughly before caramelizing for a firm texture.</li>
<li>Flavor variations: infuse cream with coffee, citrus zest, or liqueurs (like Grand Marnier).</li>
<li>If broiling sugar, watch carefully to avoid burning.</li>
</ul>
</div>
",dessert,https://www.allrecipes.com/thmb/y-S61IJkYyCUjTMGYqkaoJGwBrY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/AR-228515-simple-creme-brulee-dessert-dmfs-4x3-821623e7a86548eeb89370ac23d5f251.jpg,veg
61,Tarte Tatin,French,"<h1>Tarte Tatin</h1>
<p>Tarte Tatin is a classic French upside-down caramelized apple tart. Sweet, buttery, and slightly rustic, it’s perfect served warm with a dollop of crème fraîche or vanilla ice cream.</p>
<div>
<h2>Ingredients</h2>
<ul>
<li>6–7 firm apples (Granny Smith or Honeycrisp)</li>
<li>1/2 cup (115 g) unsalted butter</li>
<li>3/4 cup (150 g) granulated sugar</li>
<li>1 sheet puff pastry (store-bought or homemade)</li>
<li>1 tsp vanilla extract</li>
<li>1/2 tsp cinnamon (optional)</li>
<li>Pinch of salt</li>
</ul>
</div>
<div>
<h2>Instructions</h2>
<ol>
<li><strong>Prepare apples:</strong> Peel, core, and halve the apples.</li>
<li><strong>Make caramel:</strong> In an ovenproof skillet, melt butter over medium heat. Stir in sugar and cook until golden caramel forms.</li>
<li><strong>Arrange apples:</strong> Place apple halves cut-side up in the caramel. Cook 10–15 minutes until they begin to soften. Add vanilla and cinnamon if using.</li>
<li><strong>Add pastry:</strong> Roll puff pastry slightly larger than the skillet. Lay over apples, tucking edges down around them.</li>
<li><strong>Bake:</strong> Transfer skillet to oven and bake at <code>190°C</code> (375°F) for 25–30 minutes, until pastry is puffed and golden.</li>
<li><strong>Invert:</strong> Cool 5 minutes, then carefully invert onto a serving plate so apples are on top.</li>
<li><strong>Serve:</strong> Serve warm with crème fraîche or vanilla ice cream.</li>
</ol>
</div>
<div>
<h3>Tips & Variations</h3>
<ul>
<li>Use firm apples that hold shape when cooked—avoid mealy varieties.</li>
<li>Try pears, peaches, or even plums as variations.</li>
<li>If caramel crystallizes, add a splash of water and melt again gently.</li>
<li>For extra flavor, add a dash of Calvados or brandy before baking.</li>
</ul>
</div>
",dessert,https://olenkacooks.com/wp-content/uploads/2024/04/tarte-tatin.jpg,veg
62,Pad Thai,Thai,"<h1>Pad Thai</h1>
<p>Thailand’s famous stir-fried noodle dish — a harmonious balance of sweet, sour, salty, and umami with rice noodles, tamarind, fish sauce, egg, tofu/shrimp, and crunchy peanuts.
</p>
<h2>Ingredients (serves 3–4)</h2>
<h3>Main</h3>
<ul>
<li>200–250 g flat rice noodles (dried, 3–5 mm wide) — soak per package until pliable</li>
<li>200 g firm tofu, cut into small cubes (or 200 g shrimp, peeled)</li>
<li>2 eggs, lightly beaten</li>
<li>3–4 cloves garlic, minced</li>
<li>2 shallots, thinly sliced (or 1 small onion)</li>
<li>2 spring onions, chopped (greens and whites separated)</li>
<li>1 cup bean sprouts (for tossing at the end)</li>
<li>2 tbsp roasted peanuts, roughly crushed</li>
<li>2 tbsp vegetable oil (or peanut oil) for frying</li>
</ul>
<h3>Pad Thai Sauce</h3>
<ul>
<li>3 tbsp tamarind paste (or 2 tbsp tamarind concentrate + water)</li>
<li>3 tbsp palm sugar (or light brown sugar)</li>
<li>3 tbsp fish sauce (or tamari/soy for vegetarian)</li>
<li>1–2 tbsp lime juice (to taste)</li>
</ul>
<h2>Method</h2>
<ol>
<li><strong>Soak noodles:</strong> Soak rice noodles in warm water according to package (usually 20–30 min) until pliable but slightly firm. Drain and set aside.</li>
<li><strong>Make sauce:</strong> Whisk tamarind, palm sugar, and fish sauce in a small bowl until sugar dissolves. Adjust balance: it should be tangy, slightly sweet, and salty.</li>
<li><strong>Prep wok:</strong> Heat a large wok or skillet over high heat. Add 1 tbsp oil. Fry tofu until golden (or cook shrimp until pink). Remove and set aside.</li>
<li><strong>Aromatics:</strong> Add remaining oil, sauté shallots and garlic briefly until fragrant (don not burn).</li>
<li><strong>Egg:</strong> Push aromatics to one side, add beaten eggs, scramble quickly, then mix with aromatics.</li>
<li><strong>Noodles & sauce:</strong> Add drained noodles and the prepared sauce. Toss vigorously so noodles absorb sauce and become evenly coated. Add a splash of water or stock if needed to help soften and distribute sauce.</li>
<li><strong>Combine:</strong> Return tofu/shrimp to the wok. Add bean sprouts and white parts of spring onions. Toss for 30–60 seconds (keep some crunch).</li>
<li><strong>Finish:</strong> Turn off heat, stir in lime juice to taste and add a drizzle of sesame oil if desired. Sprinkle with crushed peanuts and green parts of spring onions. Serve immediately with extra lime wedges and chili flakes on the side.</li>
</ol>
<h2>Serving</h2>
<p>Plate hot. Offer lime wedges, extra crushed peanuts, and bird’s eye chilies or chili flakes at the table. Pad Thai is best eaten right away while noodles are slightly chewy and toppings are crunchy.</p>
<h2>Variations</h2>
<ul>
<li><strong>Vegetarian/vegan:</strong> Replace fish sauce with tamari or soy, and use tofu; add more vegetables like bell pepper and broccoli.</li>
<li><strong>Chicken:</strong> Use thin-sliced chicken breast; cook fully before adding noodles.</li>
<li><strong>Dry-style (street):</strong> Some vendors use more heat and slightly drier finish — cook faster and reduce sauce a touch.</li>
</ul>
<h2>Storage & Make-ahead</h2>
<p>Cooked Pad Thai is best fresh. For leftovers, refrigerate in an airtight container up to 2 days — reheat gently in a pan with a splash of water to loosen noodles. Noodles will soften further when stored.</p>
<h2>Quick Checklist</h2>
<ul>
<li>Rice noodles — soaked & drained</li>
<li>Tamarind + palm sugar + fish sauce</li>
<li>Tofu/shrimp + eggs</li>
<li>Bean sprouts, peanuts, lime</li>
</ul>
<h2>Timing</h2>
<p>Active cook time: 8–12 minutes in the wok. Prep: 15–25 minutes.</p>
<p>Pro tip: Work on high heat and keep ingredients moving. Have your sauce and toppings ready before you start — stir-fries happen fast.</p>
<h2>Sauce ratio (starter)</h2>
<p>tamarind : sugar : fish sauce ≈ 1 : 1 : 1. Adjust to taste — more tamarind for sour, more sugar for balance, more fish sauce for saltiness/umami.</p>
",main course,https://inquiringchef.com/wp-content/uploads/2023/02/Authentic-Pad-Thai_square-1908.jpg,non veg
63,Tom Yum Soup,Thai,"<h1>Tom Yum Soup</h1>
<p>Tom Yum Soup is a classic Thai hot and sour soup, known for its fragrant herbs, spicy chili, and a balance of sour, salty, and umami flavors. Typically made with shrimp, mushrooms, lemongrass, galangal, and kaffir lime leaves.</p>
<h2>Ingredients (serves 3–4)</h2>
<ul>
<li>400 g (14 oz) shrimp, peeled and deveined</li>
<li>4 cups (1 L) chicken or vegetable stock</li>
<li>2 stalks lemongrass, cut into 2-inch pieces and smashed</li>
<li>3–4 kaffir lime leaves, torn</li>
<li>3 slices galangal</li>
<li>2–3 Thai chilies, smashed (adjust to taste)</li>
<li>200 g (7 oz) mushrooms, halved or sliced</li>
<li>2–3 tbsp fish sauce (or soy sauce for vegetarian)</li>
<li>1–2 tbsp lime juice (to taste)</li>
<li>1–2 tsp sugar (optional)</li>
<li>Fresh cilantro for garnish</li>
</ul>
<h2>Instructions</h2>
<ol>
<li><strong>Prepare stock:</strong> Bring chicken or vegetable stock to a boil in a pot.</li>
<li><strong>Add aromatics:</strong> Add lemongrass, kaffir lime leaves, galangal, and Thai chilies. Simmer 5–10 minutes to infuse flavors.</li>
<li><strong>Add mushrooms:</strong> Add mushrooms and simmer for 2–3 minutes until slightly tender.</li>
<li><strong>Add shrimp:</strong> Add shrimp and cook 2–3 minutes until pink and cooked through.</li>
<li><strong>Season:</strong> Add fish sauce, lime juice, and sugar (if using). Adjust balance of sour, salty, and sweet according to taste.</li>
<li><strong>Serve:</strong> Remove lemongrass, galangal, and lime leaves. Ladle soup into bowls, garnish with fresh cilantro, and serve hot.</li>
</ol>
<h2>Tips & Variations</h2>
<ul>
<li>Adjust chili to control spiciness.</li>
<li>For a creamy version, add 1/2 cup coconut milk at the end.</li>
<li>Vegetarian version: Replace shrimp with tofu or extra mushrooms and use soy sauce instead of fish sauce.</li>
<li>Use fresh herbs for authentic fragrance; dried herbs won’t give the same depth of flavor.</li>
</ul>
",starter,https://carveyourcraving.com/wp-content/uploads/2020/12/Spicy-tom-yum-soup.jpg,non veg
64,Green Curry,Thai,"<h1>Thai Green Curry</h1>
<p>Thai Green Curry is a fragrant and spicy curry made with green curry paste, coconut milk, vegetables, and protein such as chicken, tofu, or shrimp. It is aromatic, creamy, and balanced with sweet, salty, and spicy flavors.</p>
<h2>Ingredients (serves 3–4)</h2>
<ul>
<li>400 g (14 oz) chicken, tofu, or shrimp</li>
<li>2–3 tbsp green curry paste</li>
<li>2 cups (480 ml) coconut milk</li>
<li>1 cup mixed vegetables (bell peppers, zucchini, bamboo shoots, or eggplant)</li>
<li>2–3 kaffir lime leaves, torn</li>
<li>1–2 tbsp fish sauce (or soy sauce for vegetarian)</li>
<li>1–2 tsp sugar</li>
<li>1 tbsp vegetable oil</li>
<li>Fresh Thai basil or cilantro for garnish</li>
</ul>
<h2>Instructions</h2>
<ol>
<li><strong>Heat oil:</strong> In a pan or wok, heat vegetable oil over medium heat. Add green curry paste and sauté for 1–2 minutes until fragrant.</li>
<li><strong>Add coconut milk:</strong> Pour in half of the coconut milk, stirring to combine with curry paste. Simmer 2–3 minutes.</li>
<li><strong>Add protein:</strong> Add chicken, tofu, or shrimp and cook until nearly done (chicken fully cooked, shrimp pink, tofu heated).</li>
<li><strong>Add vegetables:</strong> Stir in vegetables and remaining coconut milk. Simmer 5–7 minutes until vegetables are tender but crisp.</li>
<li><strong>Season:</strong> Add fish sauce (or soy sauce) and sugar to taste. Adjust seasoning to balance spicy, salty, and sweet flavors.</li>
<li><strong>Finish:</strong> Remove from heat, stir in torn kaffir lime leaves, and garnish with fresh Thai basil or cilantro.</li>
<li><strong>Serve:</strong> Serve hot with steamed jasmine rice.</li>
</ol>
<h2>Tips & Variations</h2>
<ul>
<li>Adjust curry paste quantity to control spiciness.</li>
<li>Vegetarian version: Use tofu and vegetable stock instead of meat and fish sauce.</li>
<li>For extra flavor, add a splash of lime juice or a few slices of fresh chili.</li>
<li>Other vegetables: peas, carrots, or baby corn can also be used.</li>
</ul>
",main course,https://www.connoisseurusveg.com/wp-content/uploads/2022/05/vegan-green-curry-22-sq.jpg,non veg
65,Som Tum (Papaya Salad),Thai,"<h1>Som Tum (Papaya Salad)</h1>
<p>Som Tum is a vibrant Thai salad made from shredded green papaya, fresh vegetables, chilies, and a tangy, sweet, and spicy dressing. It’s crunchy, refreshing, and full of flavor.</p>
<h2>Ingredients (serves 2–3)</h2>
<ul>
<li>2 cups shredded green papaya</li>
<li>1–2 cloves garlic</li>
<li>1–2 Thai chilies (adjust to taste)</li>
<li>10 cherry tomatoes, halved</li>
<li>1/2 cup green beans, cut into 1-inch pieces</li>
<li>2 tbsp roasted peanuts</li>
<li>2 tbsp fish sauce (or soy sauce for vegetarian)</li>
<li>1–2 tbsp lime juice</li>
<li>1–2 tsp palm sugar (or brown sugar)</li>
<li>Optional: dried shrimp or crab for added flavor</li>
</ul>
<h2>Instructions</h2>
<ol>
<li><strong>Pound aromatics:</strong> In a mortar and pestle, pound garlic and chilies until roughly crushed.</li>
<li><strong>Add sugar & sauce:</strong> Add palm sugar, fish sauce, and lime juice. Lightly pound to combine.</li>
<li><strong>Add vegetables:</strong> Add green beans and cherry tomatoes. Lightly bruise them with the pestle to release flavor.</li>
<li><strong>Add papaya:</strong> Add shredded papaya and toss gently with the dressing until evenly coated.</li>
<li><strong>Add peanuts:</strong> Stir in roasted peanuts (and dried shrimp/crab if using).</li>
<li><strong>Serve:</strong> Transfer to a plate and serve immediately as a refreshing starter or side dish.</li>
</ol>
<h2>Tips & Variations</h2>
<ul>
<li>Adjust chilies to control spiciness.</li>
<li>Use a kitchen knife or salad tongs if you don’t have a mortar and pestle; just mix ingredients thoroughly.</li>
<li>For a vegetarian version, omit fish sauce or use soy sauce.</li>
<li>Other vegetables: shredded carrots, bell peppers, or cucumber can be added for extra color and crunch.</li>
</ul>
",starter,https://www.seriouseats.com/thmb/yKNZ9ICJC5ZNhzcYHdHENxogpFw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/20210928-Som-Tam-Thai-green-papaya-salad-vicky-wasik-24-f0d666fc609f49a0b9f34897bd2c6303.jpg,veg
66,Massaman Curry,Thai,"<h1>Massaman Curry</h1>
<p>Massaman Curry is a rich and mildly spiced Thai curry with influences from Indian cuisine. Made with coconut milk, tender meat or tofu, potatoes, peanuts, and aromatic spices, it’s sweet, savory, and slightly nutty.</p>
<h2>Ingredients (serves 3–4)</h2>
<ul>
<li>400 g (14 oz) chicken, beef, or tofu</li>
<li>2–3 tbsp Massaman curry paste</li>
<li>2 cups (480 ml) coconut milk</li>
<li>2 medium potatoes, peeled and cubed</li>
<li>1 onion, sliced</li>
<li>2–3 tbsp roasted peanuts</li>
<li>1–2 tbsp fish sauce (or soy sauce for vegetarian)</li>
<li>1–2 tbsp palm sugar</li>
<li>1–2 tbsp tamarind paste (optional, for tanginess)</li>
<li>1 cinnamon stick</li>
<li>2–3 cardamom pods (optional)</li>
<li>1 tbsp vegetable oil</li>
<li>Fresh cilantro or Thai basil for garnish</li>
</ul>
<h2>Instructions</h2>
<ol>
<li><strong>Heat oil:</strong> In a pan or wok, heat vegetable oil over medium heat. Add Massaman curry paste and sauté 1–2 minutes until fragrant.</li>
<li><strong>Add coconut milk:</strong> Pour in half of the coconut milk and stir to combine with curry paste. Simmer for 2–3 minutes.</li>
<li><strong>Add protein:</strong> Add chicken, beef, or tofu. Cook until partially done.</li>
<li><strong>Add vegetables & spices:</strong> Add potatoes, onion, cinnamon stick, and cardamom pods. Pour in remaining coconut milk, simmer 20–25 minutes until meat is tender and potatoes are cooked through.</li>
<li><strong>Season:</strong> Add fish sauce (or soy sauce), palm sugar, and tamarind paste (if using). Taste and adjust seasoning for balance.</li>
<li><strong>Finish:</strong> Stir in roasted peanuts. Remove cinnamon stick and cardamom pods before serving.</li>
<li><strong>Serve:</strong> Garnish with fresh cilantro or Thai basil. Serve hot with steamed jasmine rice.</li>
</ol>
<h2>Tips & Variations</h2>
<ul>
<li>Adjust curry paste to control spiciness.</li>
<li>Vegetarian version: use tofu and vegetable stock instead of meat and fish sauce.</li>
<li>Other vegetables: carrots, sweet potatoes, or bell peppers can be added for variation.</li>
<li>Massaman curry is even better the next day as flavors deepen.</li>
</ul>
",main course,https://www.feastingathome.com/wp-content/uploads/2024/10/massaman-curry-recipe-9.jpg,non veg
67,Pad See Ew,Thai,"<h1>Pad See Ew</h1>
<p>Pad See Ew is a popular Thai stir-fried noodle dish made with wide rice noodles, soy sauce, garlic, Chinese broccoli, and your choice of protein. It’s savory, slightly sweet, and has a smoky wok flavor.</p>
<h2>Ingredients (serves 2–3)</h2>
<ul>
<li>200 g (7 oz) wide rice noodles, soaked or fresh</li>
<li>200 g chicken, beef, pork, tofu, or shrimp</li>
<li>2–3 cloves garlic, minced</li>
<li>2 cups Chinese broccoli (gai lan), cut into 2-inch pieces</li>
<li>2 eggs, lightly beaten</li>
<li>2–3 tbsp light soy sauce</li>
<li>1–2 tbsp dark soy sauce</li>
<li>1 tsp sugar</li>
<li>2 tbsp vegetable oil</li>
<li>Optional: white pepper to taste</li>
</ul>
<h2>Instructions</h2>
<ol>
<li><strong>Prepare noodles:</strong> Soak dried rice noodles in warm water until pliable, or use fresh noodles. Drain and set aside.</li>
<li><strong>Cook protein:</strong> Heat 1 tbsp oil in a wok or large skillet over high heat. Stir-fry protein until cooked through. Remove and set aside.</li>
<li><strong>Aromatics:</strong> Add remaining oil and sauté garlic until fragrant (do not burn).</li>
<li><strong>Egg:</strong> Push garlic to the side and pour in beaten eggs. Scramble briefly until just set.</li>
<li><strong>Noodles & sauce:</strong> Add noodles, light soy sauce, dark soy sauce, and sugar. Stir-fry, ensuring noodles are coated evenly. Adjust seasoning as needed.</li>
<li><strong>Add vegetables & protein:</strong> Add Chinese broccoli and cooked protein. Toss and stir-fry 2–3 minutes until broccoli is tender-crisp and everything is combined.</li>
<li><strong>Finish:</strong> Optional sprinkle of white pepper. Serve hot immediately.</li>
</ol>
<h2>Tips & Variations</h2>
<ul>
<li>Use high heat and a well-seasoned wok for best smoky flavor.</li>
<li>Adjust soy sauce levels for desired saltiness and color.</li>
<li>Other vegetables like carrots, bell peppers, or cabbage can be added.</li>
<li>For a vegetarian version, use tofu and soy sauce instead of meat and fish sauce.</li>
</ul>
",main course,"https://cdn.apartmenttherapy.info/image/upload/f_jpg,q_auto:eco,c_fill,g_auto,w_1500,ar_4:3/k%2FPhoto%2FRecipes%2F2024-05-pad-see-ew%2Fpad-see-ew-357",non veg
68,Thai Basil Chicken,Thai,"<h1>Thai Basil Chicken (Pad Krapow Gai)</h1>
<p>Thai Basil Chicken is a quick and flavorful stir-fry featuring minced chicken, garlic, chilies, and fragrant Thai basil. It’s savory, spicy, and perfect with steamed rice or a fried egg on top.</p>
<h2>Ingredients (serves 2–3)</h2>
<ul>
<li>400 g (14 oz) minced chicken</li>
<li>4–5 cloves garlic, minced</li>
<li>2–3 Thai chilies, chopped (adjust to taste)</li>
<li>1 small onion, sliced (optional)</li>
<li>1–2 tbsp vegetable oil</li>
<li>2 tbsp light soy sauce</li>
<li>1 tbsp fish sauce</li>
<li>1 tsp sugar</li>
<li>1 cup fresh Thai basil leaves</li>
</ul>
<h2>Instructions</h2>
<ol>
<li><strong>Prepare aromatics:</strong> Heat oil in a wok or large skillet over high heat. Add garlic and chilies, stir-fry until fragrant (about 30 seconds).</li>
<li><strong>Cook chicken:</strong> Add minced chicken, breaking it up with a spatula. Stir-fry until fully cooked and lightly browned.</li>
<li><strong>Season:</strong> Add light soy sauce, fish sauce, and sugar. Stir well to coat chicken evenly with the sauce.</li>
<li><strong>Add onion:</strong> If using, add sliced onion and stir-fry 1–2 minutes until slightly softened.</li>
<li><strong>Add basil:</strong> Turn off heat, add Thai basil leaves, and toss until wilted and fragrant.</li>
<li><strong>Serve:</strong> Serve immediately with steamed jasmine rice. Optionally, top with a fried egg for an authentic touch.</li>
</ol>
<h2>Tips & Variations</h2>
<ul>
<li>Adjust chilies to control spiciness.</li>
<li>For a vegetarian version, use tofu and soy sauce instead of chicken and fish sauce.</li>
<li>Other proteins like pork, beef, or shrimp can be substituted.</li>
<li>Use fresh Thai basil for authentic flavor; sweet basil won’t give the same aroma.</li>
</ul>
",main course,https://omnivorescookbook.com/wp-content/uploads/2024/08/200702_Thai-Basil-Chicken_550.jpg,non veg
69,Mango Sticky Rice,Thai,"<h1>Thai Mango Sticky Rice (Khao Niew Mamuang)</h1>
<p>Mango Sticky Rice is a beloved Thai dessert made with sweet sticky rice, creamy coconut sauce, and ripe mangoes. It’s rich, fragrant, and perfectly balanced between sweet and salty flavors.</p>
<h2>Ingredients (serves 3–4)</h2>
<ul>
<li>1 cup glutinous (sticky) rice</li>
<li>1 1/2 cups coconut milk</li>
<li>1/2 cup sugar</li>
<li>1/2 tsp salt</li>
<li>2 ripe mangoes, peeled and sliced</li>
<li>1 tbsp toasted sesame seeds or mung beans (for garnish)</li>
</ul>
<h2>Instructions</h2>
<ol>
<li><strong>Prepare sticky rice:</strong> Soak sticky rice in water for at least 4 hours (or overnight). Drain, then steam for 20–25 minutes until tender and sticky.</li>
<li><strong>Make coconut sauce:</strong> In a saucepan, heat coconut milk with sugar and salt over low heat until dissolved. Do not boil.</li>
<li><strong>Combine:</strong> Reserve 1/4 cup of the coconut sauce for serving. Pour the rest over the hot sticky rice. Mix well, cover, and let sit for 15 minutes to absorb flavors.</li>
<li><strong>Serve:</strong> Place sticky rice on a plate with sliced mango alongside. Drizzle with reserved coconut sauce.</li>
<li><strong>Garnish:</strong> Sprinkle toasted sesame seeds or mung beans on top before serving.</li>
</ol>
<h2>Tips & Variations</h2>
<ul>
<li>Use ripe, sweet mangoes like Nam Dok Mai or Ataulfo for best results.</li>
<li>Do not boil the coconut milk; it should just be warmed to keep it smooth.</li>
<li>For extra fragrance, add a pandan leaf to the coconut sauce while heating.</li>
<li>This dessert is best served fresh, slightly warm or at room temperature.</li>
</ul>
",dessert,https://takestwoeggs.com/wp-content/uploads/2021/07/Thai-Mango-Sticky-Rice-Takestwoeggs-Process-Final-sq.jpg,veg
70,Panang Curry,Thai,"<h1>Panang Curry</h1>
<p>Panang Curry is a rich and creamy Thai curry with a hint of sweetness and nuttiness. Made with Panang curry paste, coconut milk, and your choice of protein, it is slightly less spicy than red curry and often thickened with ground peanuts.</p>
<h2>Ingredients (serves 3–4)</h2>
<ul>
<li>400 g (14 oz) chicken, beef, pork, shrimp, or tofu</li>
<li>2–3 tbsp Panang curry paste</li>
<li>2 cups (480 ml) coconut milk</li>
<li>2–3 kaffir lime leaves, torn</li>
<li>1–2 tbsp fish sauce (or soy sauce for vegetarian)</li>
<li>1–2 tsp palm sugar (or brown sugar)</li>
<li>2 tbsp ground peanuts (optional, for nutty flavor)</li>
<li>1 tbsp vegetable oil</li>
<li>Fresh Thai basil or cilantro for garnish</li>
</ul>
<h2>Instructions</h2>
<ol>
<li><strong>Heat oil:</strong> In a pan or wok, heat vegetable oil over medium heat. Add Panang curry paste and sauté for 1–2 minutes until fragrant.</li>
<li><strong>Add coconut milk:</strong> Pour in half of the coconut milk, stirring to combine with curry paste. Simmer 2–3 minutes.</li>
<li><strong>Add protein:</strong> Add your choice of chicken, beef, pork, shrimp, or tofu. Cook until nearly done.</li>
<li><strong>Add seasonings:</strong> Stir in fish sauce, palm sugar, and ground peanuts (if using). Mix well.</li>
<li><strong>Add remaining coconut milk:</strong> Pour in the rest of the coconut milk. Simmer gently for 5–10 minutes until meat is tender and sauce thickens.</li>
<li><strong>Finish:</strong> Add torn kaffir lime leaves and stir well.</li>
<li><strong>Serve:</strong> Garnish with Thai basil or cilantro. Serve hot with steamed jasmine rice.</li>
</ol>
<h2>Tips & Variations</h2>
<ul>
<li>Panang curry is usually less soupy than other Thai curries; keep sauce slightly thick.</li>
<li>Vegetarian version: Use tofu and soy sauce instead of meat and fish sauce.</li>
<li>Other vegetables such as bell peppers, carrots, or zucchini can be added.</li>
<li>For extra nuttiness, sprinkle with crushed roasted peanuts before serving.</li>
</ul>
",main course,https://hot-thai-kitchen.com/wp-content/uploads/2013/10/panang-pork-sq.jpg,non veg
